,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
11149,None,255.66,0.0,0.0,64,Clouds,broken clouds,1/1/2014 18:00,2586,low
4977,None,275.18,0.0,0.0,90,Snow,heavy snow,4/10/2013 23:00,1019,very low
39757,None,264.15,0.0,0.0,40,Snow,light snow,12/14/2017 6:00,5808,high
19811,None,272.55,0.0,0.0,1,Clear,sky is clear,12/3/2015 17:00,6317,very high
37440,None,289.48,0.0,0.0,90,Thunderstorm,proximity thunderstorm with rain,9/25/2017 6:00,5527,high
333,None,274.99,0.0,0.0,20,Clouds,few clouds,10/16/2012 8:00,6408,very high
952,None,278.56,0.0,0.0,90,Drizzle,drizzle,11/6/2012 22:00,1671,low
17102,None,299.57,0.0,0.0,40,Clouds,scattered clouds,8/4/2015 16:00,6269,very high
45250,None,293.72,0.0,0.0,1,Clear,sky is clear,6/23/2018 9:00,4065,medium
18896,None,286.02,0.0,0.0,90,Clouds,overcast clouds,10/9/2015 14:00,5259,high
2500,None,263.63,0.0,0.0,40,Snow,heavy snow,12/29/2012 20:00,2647,low
36280,None,288.82,0.0,0.0,90,Haze,haze,8/15/2017 9:00,4911,high
19265,None,281.46,0.0,0.0,90,Mist,mist,10/31/2015 13:00,4546,high
7613,None,288.87,0.0,0.0,0,Clear,Sky is Clear,7/12/2013 3:00,384,very low
47510,None,295.3,0.0,0.0,75,Clouds,broken clouds,9/7/2018 13:00,4832,high
25358,None,291.32,0.0,0.0,90,Clouds,overcast clouds,7/30/2016 8:00,2497,low
14162,None,285.91,0.3,0.0,90,Rain,light rain,5/9/2014 4:00,749,very low
7039,None,296.79,0.0,0.0,8,Clear,sky is clear,6/16/2013 19:00,3023,medium
44209,None,288.94,0.0,0.0,75,Haze,haze,5/19/2018 6:00,1430,very low
26257,None,294.52,0.0,0.0,40,Clouds,scattered clouds,9/2/2016 12:00,5218,high
11319,None,248.14,0.0,0.0,1,Clear,sky is clear,1/8/2014 21:00,2039,low
6204,None,292.72,0.0,0.0,75,Mist,mist,5/20/2013 10:00,4273,medium
20108,None,272.39,0.0,0.0,1,Clear,sky is clear,12/20/2015 9:00,3086,medium
11026,None,269.42,0.0,0.0,64,Mist,mist,12/28/2013 2:00,514,very low
45051,None,304.36,0.0,0.0,40,Thunderstorm,proximity thunderstorm,6/17/2018 17:00,4175,medium
41722,None,267.81,0.0,0.0,90,Clouds,overcast clouds,2/22/2018 12:00,4980,high
1142,None,269.76,0.0,0.0,90,Clouds,overcast clouds,11/12/2012 18:00,3854,medium
7822,None,291.04,0.0,0.0,0,Clear,Sky is Clear,7/21/2013 4:00,329,very low
48101,None,284.41,0.0,0.0,5,Clear,sky is clear,9/26/2018 21:00,3475,medium
20086,None,260.32,0.0,0.0,1,Clear,sky is clear,12/19/2015 0:00,1128,very low
32786,None,285.28,0.0,0.0,1,Clear,sky is clear,4/17/2017 14:00,5314,high
36021,None,285.93,0.0,0.0,1,Mist,mist,8/7/2017 5:00,2878,low
17793,None,295.04,0.0,0.0,1,Clear,sky is clear,8/28/2015 18:00,4826,high
10423,None,269.95,0.0,0.0,90,Clouds,overcast clouds,12/4/2013 19:00,2316,low
21378,None,276.44,0.0,0.0,1,Haze,haze,2/19/2016 3:00,344,very low
26852,None,291.91,0.0,0.0,48,Clouds,scattered clouds,9/24/2016 12:00,4666,high
27785,None,280.42,0.0,0.0,20,Clouds,few clouds,11/3/2016 0:00,1024,very low
15717,None,299.58,0.0,0.0,20,Clouds,few clouds,7/23/2014 16:00,6609,very high
39727,None,271.51,0.0,0.0,75,Clouds,broken clouds,12/13/2017 3:00,395,very low
27177,None,275.788,0.0,0.0,0,Clear,Sky is Clear,10/8/2016 0:00,1186,very low
8701,None,300.9,0.0,0.0,0,Clear,Sky is Clear,8/29/2013 11:00,5615,high
40944,None,269.02,0.0,0.0,90,Mist,mist,1/25/2018 1:00,345,very low
29890,None,267.08,0.0,0.0,90,Snow,light snow,1/9/2017 13:00,4285,medium
29777,None,254.49,0.0,0.0,90,Haze,haze,1/5/2017 2:00,366,very low
19692,None,272.07,0.0,0.0,90,Mist,mist,11/26/2015 16:00,2939,medium
14569,None,293.03,0.0,0.0,0,Clear,Sky is Clear,5/22/2014 20:00,3270,medium
32646,None,284.15,0.0,0.0,90,Clouds,overcast clouds,4/13/2017 20:00,3187,medium
27125,None,286.381,0.0,0.0,0,Clear,Sky is Clear,10/5/2016 20:00,2619,low
15721,None,296.99,0.0,0.0,20,Clouds,few clouds,7/23/2014 20:00,3135,medium
27690,None,279.26099999999997,0.0,0.0,48,Clouds,scattered clouds,10/30/2016 2:00,432,very low
27416,None,282.865,0.0,0.0,24,Clouds,few clouds,10/18/2016 7:00,6322,very high
993,None,277.18,0.0,0.0,90,Clouds,overcast clouds,11/7/2012 19:00,2927,medium
24040,None,298.43,0.0,0.0,0,Clear,Sky is Clear,6/8/2016 14:00,5618,high
41529,None,273.68,0.0,0.0,90,Clouds,overcast clouds,2/15/2018 17:00,6262,very high
18209,None,292.74,0.0,0.0,40,Clouds,scattered clouds,9/12/2015 15:00,2749,low
31980,None,276.55,0.0,0.0,90,Drizzle,light intensity drizzle,3/23/2017 19:00,3448,medium
47142,None,290.57,1.52,0.0,90,Mist,mist,8/28/2018 2:00,234,very low
4554,None,274.46,0.0,0.0,1,Clear,sky is clear,3/26/2013 13:00,4895,high
15667,None,303.84,0.0,0.0,75,Clouds,broken clouds,7/21/2014 14:00,5459,high
8391,None,297.32,0.0,0.0,0,Clear,Sky is Clear,8/13/2013 13:00,5553,high
6946,None,290.41,8.64,0.0,92,Thunderstorm,thunderstorm with heavy rain,6/13/2013 9:00,5144,high
3183,None,264.85,0.0,0.0,90,Snow,heavy snow,1/26/2013 8:00,2755,low
9079,None,295.8,0.0,0.0,1,Clear,sky is clear,9/22/2013 17:00,4540,high
20648,None,257.3,0.0,0.0,1,Clear,sky is clear,1/16/2016 5:00,688,very low
42469,None,271.01,0.0,0.0,90,Snow,light snow,3/20/2018 7:00,6426,very high
9599,None,273.73,0.0,0.0,90,Clouds,overcast clouds,10/21/2013 7:00,6827,very high
40084,None,252.0,0.0,0.0,1,Clear,sky is clear,12/26/2017 0:00,539,very low
27891,None,282.87,0.0,0.0,75,Clouds,broken clouds,11/7/2016 5:00,2673,low
15941,None,296.61,0.0,0.0,75,Clouds,broken clouds,8/6/2014 10:00,5087,high
13812,None,286.89,0.64,0.0,90,Rain,light rain,4/21/2014 3:00,334,very low
8755,None,291.32,0.0,0.0,0,Clear,Sky is Clear,9/2/2013 15:00,4388,high
11858,None,261.61,0.0,0.0,40,Clouds,scattered clouds,1/29/2014 11:00,4491,high
29270,None,255.37,0.0,0.0,1,Clear,sky is clear,12/19/2016 2:00,254,very low
16806,None,294.96,0.0,0.0,1,Clear,sky is clear,7/24/2015 1:00,472,very low
40688,None,258.55,0.0,0.0,75,Snow,light snow,1/15/2018 15:00,4414,high
38050,None,279.61,0.0,0.0,90,Drizzle,drizzle,10/15/2017 3:00,457,very low
19601,None,270.79,0.0,0.0,1,Clear,sky is clear,11/20/2015 11:00,5060,high
23017,None,286.75,0.0,0.0,1,Clear,sky is clear,5/3/2016 23:00,1092,very low
15650,None,299.82,0.0,0.0,90,Clouds,overcast clouds,7/20/2014 21:00,2657,low
20454,None,272.54,0.0,0.0,75,Mist,mist,1/7/2016 0:00,558,very low
16724,None,298.57,0.0,0.0,75,Clouds,broken clouds,7/20/2015 15:00,5558,high
36014,None,288.28,0.0,0.0,1,Fog,fog,8/7/2017 1:00,405,very low
19907,None,276.94,0.0,0.0,1,Clear,sky is clear,12/9/2015 12:00,4970,high
43484,None,286.81,0.0,0.0,40,Clouds,scattered clouds,4/21/2018 16:00,5027,high
22229,None,275.4,0.0,0.0,90,Clouds,overcast clouds,4/4/2016 14:00,5249,high
1174,None,265.99,0.0,0.0,1,Clear,sky is clear,11/14/2012 1:00,325,very low
10186,None,268.03,0.0,0.0,64,Clouds,broken clouds,11/28/2013 6:00,801,very low
6746,None,287.37,3.39,0.0,56,Mist,mist,6/6/2013 17:00,6419,very high
3304,None,255.98,0.0,0.0,77,Clouds,broken clouds,2/2/2013 15:00,4760,high
15442,None,296.57,0.0,0.0,92,Mist,mist,7/12/2014 11:00,4144,medium
46632,None,300.51,0.0,0.0,1,Clear,sky is clear,8/11/2018 20:00,3362,medium
4969,None,277.55,0.0,0.0,75,Clouds,broken clouds,4/10/2013 15:00,5821,high
38686,None,278.15,0.0,0.0,90,Drizzle,light intensity drizzle,11/5/2017 4:00,287,very low
29747,None,256.34,0.0,0.0,1,Clear,sky is clear,1/4/2017 0:00,528,very low
20853,None,269.28,0.0,0.0,90,Haze,haze,1/26/2016 11:00,4148,medium
21288,None,265.36,0.0,0.0,90,Mist,mist,2/14/2016 20:00,2301,low
15388,None,298.05,0.0,0.0,80,Clouds,broken clouds,7/10/2014 22:00,2534,low
38061,None,280.75,0.0,0.0,75,Clouds,broken clouds,10/15/2017 11:00,4451,high
31377,None,275.91,0.0,0.0,90,Drizzle,light intensity drizzle,2/28/2017 18:00,4867,high
12151,None,258.38,0.0,0.0,1,Clear,sky is clear,2/10/2014 16:00,6347,very high
3087,None,259.26,0.0,0.0,75,Clouds,broken clouds,1/21/2013 14:00,4252,medium
47400,None,294.78,0.69,0.0,90,Drizzle,light intensity drizzle,9/4/2018 10:00,4403,high
38200,None,290.22,0.0,0.0,1,Rain,light rain,10/21/2017 5:00,788,very low
25602,None,295.59,0.0,0.0,64,Clouds,broken clouds,8/9/2016 8:00,4748,high
24940,None,293.318,0.0,0.0,92,Clouds,overcast clouds,7/14/2016 10:00,4134,medium
25508,None,293.61,0.0,0.0,0,Clear,Sky is Clear,8/5/2016 10:00,4668,high
23304,None,282.06,0.0,0.0,20,Clouds,few clouds,5/13/2016 1:00,417,very low
10411,None,271.3,0.0,0.0,64,Snow,snow,12/4/2013 14:00,4007,medium
14646,None,293.63,0.0,0.0,75,Clouds,broken clouds,5/26/2014 1:00,538,very low
40685,None,258.01,0.0,0.0,90,Snow,light snow,1/15/2018 13:00,4207,medium
40752,None,267.65,0.0,0.0,1,Clear,sky is clear,1/18/2018 4:00,883,very low
41090,None,254.49,0.0,0.0,1,Clear,sky is clear,1/30/2018 5:00,2876,low
18845,None,286.77,0.0,0.0,1,Clear,sky is clear,10/7/2015 19:00,3656,medium
5493,None,270.26,0.0,0.0,1,Clear,sky is clear,4/25/2013 4:00,733,very low
2972,None,266.42,0.0,0.0,1,Clear,sky is clear,1/16/2013 11:00,4623,high
43973,None,284.48,0.0,0.0,1,Clear,sky is clear,5/10/2018 12:00,5268,high
14024,None,287.58,0.0,0.0,48,Clouds,scattered clouds,5/4/2014 17:00,4134,medium
6006,None,277.66,0.0,0.0,1,Clear,sky is clear,5/14/2013 2:00,238,very low
25455,None,293.5,0.0,0.0,20,Mist,mist,8/3/2016 6:00,5194,high
5692,None,277.02,0.0,0.0,90,Mist,mist,5/2/2013 16:00,6752,very high
47977,None,278.49,0.0,0.0,1,Clear,sky is clear,9/22/2018 4:00,647,very low
5035,None,272.75,0.0,0.0,90,Snow,snow,4/12/2013 10:00,4513,high
42281,None,267.5,0.0,0.0,1,Clear,sky is clear,3/12/2018 9:00,4693,high
37188,None,297.55,0.0,0.0,75,Clouds,broken clouds,9/15/2017 21:00,3065,medium
22313,None,276.79,0.0,0.0,90,Rain,light rain,4/7/2016 19:00,3479,medium
8374,None,296.68,0.0,0.0,0,Clear,Sky is Clear,8/12/2013 20:00,2805,low
8263,None,291.34,13.21,0.0,68,Thunderstorm,proximity thunderstorm,8/7/2013 21:00,3089,medium
39357,None,275.77,0.0,0.0,5,Clear,sky is clear,11/30/2017 7:00,6440,very high
19272,None,282.75,0.0,0.0,90,Clouds,overcast clouds,10/31/2015 23:00,2017,low
12293,None,265.15,0.0,0.0,75,Clouds,broken clouds,2/16/2014 14:00,4193,medium
10688,None,254.14,0.0,0.0,1,Clear,sky is clear,12/15/2013 0:00,1187,very low
22361,None,277.01,0.0,0.0,1,Clear,sky is clear,4/9/2016 15:00,4873,high
9140,None,294.8,0.0,0.0,0,Clear,Sky is Clear,9/26/2013 22:00,2471,low
38373,None,274.43,0.0,0.0,90,Snow,light snow,10/27/2017 4:00,847,very low
5484,None,277.86,0.0,0.0,5,Clear,sky is clear,4/24/2013 19:00,3266,medium
3748,None,257.4,0.0,0.0,40,Haze,haze,2/20/2013 10:00,4334,medium
12501,None,253.27,0.0,0.0,1,Clear,sky is clear,2/25/2014 3:00,369,very low
34493,None,292.22,0.0,0.0,1,Clear,sky is clear,6/13/2017 5:00,3010,medium
40773,None,272.08,0.0,0.0,1,Mist,mist,1/19/2018 1:00,333,very low
20061,None,269.94,0.0,0.0,90,Clouds,overcast clouds,12/17/2015 4:00,869,very low
36140,None,292.62,0.0,0.0,40,Clouds,scattered clouds,8/10/2017 21:00,3271,medium
16061,None,292.55,0.79,0.0,90,Thunderstorm,proximity thunderstorm,6/28/2015 0:00,1447,very low
3282,None,251.77,0.0,0.0,83,Clouds,broken clouds,2/1/2013 17:00,4909,high
30607,None,268.26,0.0,0.0,90,Mist,mist,1/30/2017 9:00,4470,high
38681,None,278.75,0.0,0.0,90,Drizzle,drizzle,11/5/2017 2:00,361,very low
29555,None,266.61,0.0,0.0,1,Clear,sky is clear,12/28/2016 1:00,440,very low
36756,None,289.54,0.0,0.0,5,Mist,mist,8/30/2017 7:00,6391,very high
25621,None,296.59,0.0,0.0,36,Clouds,scattered clouds,8/10/2016 3:00,485,very low
30408,None,274.22,0.0,0.0,90,Mist,mist,1/23/2017 2:00,260,very low
9179,None,287.81,0.0,0.0,90,Clouds,overcast clouds,9/28/2013 15:00,4564,high
24739,None,295.65,0.0,0.0,75,Clouds,broken clouds,7/6/2016 22:00,3222,medium
13651,None,270.7,0.0,0.0,90,Clouds,overcast clouds,4/14/2014 8:00,6037,very high
33747,None,286.95,0.0,0.0,90,Mist,mist,5/17/2017 22:00,2194,low
3215,None,272.71,0.0,0.0,90,Mist,mist,1/28/2013 17:00,5708,high
33270,None,276.22,0.0,0.0,90,Mist,mist,5/1/2017 16:00,5904,very high
8169,None,286.11,0.0,0.0,92,Clouds,overcast clouds,8/4/2013 2:00,610,very low
403,None,279.79,0.0,0.0,87,Drizzle,light intensity drizzle,10/19/2012 4:00,720,very low
44866,None,294.41,0.0,0.0,90,Clouds,overcast clouds,6/11/2018 0:00,642,very low
47008,None,292.39,1.82,0.0,90,Mist,mist,8/24/2018 16:00,6088,very high
41645,None,266.58,0.0,0.0,90,Mist,mist,2/19/2018 20:00,1821,low
30716,None,264.65,0.0,0.0,1,Clear,sky is clear,2/2/2017 16:00,6351,very high
19847,None,275.96,0.0,0.0,90,Fog,fog,12/6/2015 9:00,3163,medium
15735,None,291.84,6.1,0.0,90,Thunderstorm,proximity thunderstorm,7/25/2014 5:00,2679,low
13285,None,275.35,0.0,0.0,1,Clear,sky is clear,3/30/2014 1:00,748,very low
26452,None,295.47,0.0,0.0,1,Clear,sky is clear,9/8/2016 13:00,4407,high
38068,None,283.46,0.0,0.0,75,Rain,light rain,10/15/2017 18:00,4236,medium
18213,None,289.74,0.0,0.0,1,Clear,sky is clear,9/12/2015 19:00,2213,low
7161,None,298.93,0.0,0.0,8,Rain,light rain,6/23/2013 17:00,4252,medium
13482,None,277.0,0.0,0.0,75,Clouds,broken clouds,4/7/2014 7:00,6590,very high
36703,None,289.41,0.0,0.0,75,Clouds,broken clouds,8/28/2017 8:00,6340,very high
10631,None,263.15,0.0,0.0,90,Clouds,overcast clouds,12/12/2013 22:00,2020,low
18417,None,293.29,0.0,0.0,1,Clear,sky is clear,9/19/2015 16:00,4578,high
3378,None,261.72,0.0,0.0,81,Clouds,broken clouds,2/5/2013 20:00,2846,low
40157,None,258.68,0.0,0.0,75,Mist,mist,12/28/2017 11:00,3433,medium
41512,None,274.79,0.0,0.0,1,Clear,sky is clear,2/15/2018 0:00,639,very low
27516,None,283.394,0.0,0.0,0,Clear,Sky is Clear,10/22/2016 20:00,3153,medium
34658,None,291.36,0.0,0.0,75,Clouds,broken clouds,6/19/2017 10:00,4166,medium
26291,None,291.17,0.0,0.0,1,Clear,sky is clear,9/3/2016 22:00,2370,low
36752,None,289.75,0.0,0.0,1,Clear,sky is clear,8/30/2017 3:00,349,very low
5031,None,272.08,0.0,0.0,90,Fog,fog,4/12/2013 9:00,5197,high
13232,None,273.51,0.36,0.0,90,Rain,light rain,3/27/2014 20:00,2712,low
3318,None,249.51,0.0,0.0,88,Clouds,overcast clouds,2/3/2013 5:00,425,very low
42878,None,270.94,0.0,0.0,90,Snow,light snow,4/3/2018 8:00,4790,high
2926,None,259.07,0.0,0.0,90,Snow,heavy snow,1/14/2013 13:00,4532,high
34053,None,290.54,0.0,0.0,40,Clouds,scattered clouds,5/27/2017 9:00,3032,medium
13202,None,275.71,0.0,0.0,75,Clouds,broken clouds,3/26/2014 14:00,5384,high
18753,None,287.95,0.0,0.0,1,Clear,sky is clear,10/3/2015 14:00,4779,high
45507,None,300.88,0.0,0.0,40,Clouds,scattered clouds,7/2/2018 13:00,4667,high
8950,None,286.64,0.0,0.0,90,Drizzle,drizzle,9/15/2013 1:00,865,very low
31379,None,275.09,0.0,0.0,90,Drizzle,light intensity drizzle,2/28/2017 19:00,3311,medium
47753,None,297.54,0.0,0.0,90,Thunderstorm,proximity thunderstorm,9/17/2018 13:00,4680,high
21939,None,278.15,0.0,0.0,1,Clear,sky is clear,3/20/2016 19:00,3470,medium
8700,None,298.11,0.0,0.0,0,Clear,Sky is Clear,8/29/2013 10:00,5079,high
10952,None,264.16,0.0,0.0,64,Snow,light snow,12/25/2013 9:00,1174,very low
13738,None,271.96,0.51,0.0,1,Rain,light rain,4/17/2014 23:00,1319,very low
8967,None,288.13,0.0,0.0,90,Clouds,overcast clouds,9/15/2013 19:00,3508,medium
27132,None,281.639,0.0,0.0,0,Clear,Sky is Clear,10/6/2016 3:00,324,very low
7406,None,300.79,0.0,0.0,1,Clear,sky is clear,7/3/2013 16:00,6321,very high
3429,None,268.53,0.0,0.0,90,Mist,mist,2/8/2013 7:00,6710,very high
33349,None,279.22,0.0,0.0,1,Clear,sky is clear,5/4/2017 6:00,5941,very high
35169,None,286.72,0.0,0.0,1,Fog,fog,7/8/2017 6:00,1374,very low
34081,None,292.75,0.0,0.0,75,Clouds,broken clouds,5/28/2017 13:00,4089,medium
46344,None,295.55,0.0,0.0,90,Rain,light rain,8/1/2018 16:00,6455,very high
8645,None,299.9,0.0,0.0,36,Clouds,scattered clouds,8/25/2013 11:00,4290,medium
10018,None,276.4,0.0,0.0,90,Mist,mist,11/21/2013 1:00,339,very low
12846,None,277.47,0.0,0.0,75,Clouds,broken clouds,3/11/2014 18:00,4565,high
37526,None,284.81,0.0,0.0,5,Clear,sky is clear,9/27/2017 21:00,2629,low
24728,None,298.07,0.0,0.0,75,Clouds,broken clouds,7/6/2016 11:00,4116,medium
1983,None,276.06,0.0,0.0,40,Clouds,scattered clouds,12/13/2012 22:00,2074,low
45123,None,290.75,0.0,0.0,90,Mist,mist,6/19/2018 9:00,4792,high
48196,None,284.38,0.0,0.0,75,Rain,light rain,9/30/2018 16:00,4283,medium
27534,None,287.296,0.0,0.0,0,Clear,Sky is Clear,10/23/2016 14:00,3790,medium
29868,None,262.28,0.0,0.0,90,Snow,light snow,1/8/2017 15:00,4281,medium
32464,None,280.84,0.0,0.0,1,Clear,sky is clear,4/8/2017 5:00,833,very low
36054,None,291.93,0.0,0.0,1,Clear,sky is clear,8/8/2017 9:00,4938,high
1805,None,271.51,0.0,0.0,90,Mist,mist,12/8/2012 15:00,4807,high
28911,None,264.62,0.0,0.0,90,Snow,light snow,12/8/2016 0:00,691,very low
22843,None,278.47,0.54,0.0,90,Rain,light rain,4/27/2016 23:00,1012,very low
3979,None,271.35,0.0,0.0,75,Clouds,broken clouds,2/28/2013 21:00,3465,medium
46590,None,290.22,0.0,0.0,1,Mist,mist,8/10/2018 6:00,5227,high
3120,None,246.47,0.0,0.0,13,Clouds,few clouds,1/23/2013 5:00,2486,low
4918,None,277.86,0.0,0.0,90,Rain,moderate rain,4/9/2013 4:00,737,very low
3021,None,261.02,0.0,0.0,90,Snow,heavy snow,1/18/2013 11:00,4813,high
24237,None,298.54,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 19:00,3908,medium
28823,None,275.09,0.0,0.0,90,Rain,light rain,12/4/2016 18:00,3158,medium
26109,None,289.06,0.0,0.0,90,Mist,mist,8/28/2016 7:00,1228,very low
9853,None,283.98,0.0,0.0,64,Clouds,broken clouds,11/14/2013 15:00,6224,very high
37287,None,288.86,0.0,0.0,75,Mist,mist,9/19/2017 8:00,6071,very high
13134,None,268.94,0.0,0.0,75,Clouds,broken clouds,3/23/2014 18:00,3436,medium
32444,None,279.35,0.0,0.0,1,Clear,sky is clear,4/7/2017 9:00,5062,high
36206,None,290.01,0.0,0.0,40,Rain,light rain,8/13/2017 9:00,2589,low
4538,None,271.73,0.0,0.0,90,Snow,heavy snow,3/25/2013 21:00,2169,low
18742,None,281.77,0.0,0.0,0,Clear,Sky is Clear,10/3/2015 0:00,1186,very low
26242,None,290.88,0.0,0.0,1,Clear,sky is clear,9/1/2016 21:00,2533,low
17297,None,299.48,0.51,0.0,40,Rain,light rain,8/11/2015 16:00,6490,very high
34132,None,285.35,0.0,0.0,90,Clouds,overcast clouds,5/30/2017 11:00,4720,high
39811,None,271.15,0.0,0.0,40,Snow,light snow,12/16/2017 3:00,413,very low
13490,None,287.19,0.0,0.0,40,Clouds,scattered clouds,4/7/2014 15:00,5747,high
11704,None,251.15,0.0,0.0,1,Clear,sky is clear,1/23/2014 18:00,4027,medium
5832,None,283.43,0.0,0.0,1,Clear,sky is clear,5/7/2013 9:00,5229,high
8778,None,298.04,0.0,0.0,64,Clouds,broken clouds,9/4/2013 19:00,3568,medium
19658,None,280.15,0.0,0.0,40,Clouds,scattered clouds,11/24/2015 16:00,6471,very high
418,None,279.35,0.0,0.0,91,Mist,mist,10/19/2012 9:00,4606,high
21327,None,272.48,0.0,0.0,90,Snow,light snow,2/16/2016 4:00,869,very low
9919,None,281.27,0.0,0.0,64,Fog,fog,11/16/2013 22:00,2671,low
29157,None,255.58,0.0,0.0,1,Clear,sky is clear,12/15/2016 16:00,6603,very high
19139,None,290.0,0.0,0.0,1,Clear,sky is clear,10/22/2015 16:00,6432,very high
20932,None,273.8,0.0,0.0,1,Clear,sky is clear,1/31/2016 4:00,401,very low
4875,None,276.13,0.0,0.0,90,Clouds,overcast clouds,4/7/2013 23:00,2599,low
16738,None,287.59,0.0,0.0,1,Clear,sky is clear,7/21/2015 5:00,3013,medium
4305,None,274.41,0.0,0.0,20,Clouds,few clouds,3/15/2013 12:00,5147,high
14586,None,295.78,0.0,0.0,0,Clear,Sky is Clear,5/23/2014 13:00,5491,high
123,None,275.73,0.0,0.0,90,Clouds,overcast clouds,10/7/2012 21:00,2110,low
24896,None,300.97,0.0,0.0,1,Clear,sky is clear,7/12/2016 14:00,4868,high
25669,None,294.36,0.0,0.0,76,Rain,light rain,8/12/2016 3:00,549,very low
33970,None,284.35,0.0,0.0,1,Clear,sky is clear,5/24/2017 0:00,649,very low
32350,None,283.48,0.0,0.0,90,Drizzle,drizzle,4/3/2017 19:00,3048,medium
17100,None,299.43,0.0,0.0,75,Clouds,broken clouds,8/4/2015 14:00,5448,high
32031,None,279.22,0.0,0.0,90,Clouds,overcast clouds,3/24/2017 17:00,6024,very high
14863,None,288.54,0.0,0.0,0,Clear,Sky is Clear,6/3/2014 2:00,304,very low
1355,None,276.57,0.0,0.0,1,Haze,haze,11/21/2012 10:00,4875,high
13870,None,281.36,0.0,0.0,90,Clouds,overcast clouds,4/23/2014 11:00,4805,high
3270,None,250.91,0.0,0.0,100,Clouds,overcast clouds,2/1/2013 5:00,2337,low
47091,None,296.04,1.78,0.0,1,Rain,moderate rain,8/26/2018 11:00,4394,high
29087,None,255.78,0.0,0.0,1,Clear,sky is clear,12/13/2016 0:00,625,very low
22536,None,294.0,0.0,0.0,1,Clear,sky is clear,4/18/2016 10:00,4587,high
39463,None,285.22,0.0,0.0,90,Mist,mist,12/4/2017 12:00,4705,high
46480,None,292.22,0.0,0.0,40,Mist,mist,8/6/2018 8:00,5582,high
25149,None,307.33,0.0,0.0,20,Clouds,few clouds,7/22/2016 16:00,5173,high
638,None,280.07,0.0,0.0,90,Drizzle,light intensity drizzle,10/26/2012 2:00,326,very low
32693,None,286.88,0.0,0.0,90,Drizzle,drizzle,4/15/2017 0:00,1209,very low
9035,None,293.13,0.0,0.0,1,Mist,mist,9/19/2013 7:00,6720,very high
22296,None,273.57,0.0,0.0,90,Mist,mist,4/7/2016 7:00,6731,very high
22284,None,276.21,0.0,0.0,90,Clouds,overcast clouds,4/6/2016 20:00,2779,low
2852,None,274.67,0.0,0.0,90,Mist,mist,1/12/2013 7:00,1696,low
22874,None,278.39,1.02,0.0,90,Rain,moderate rain,4/28/2016 17:00,6048,very high
17366,None,299.67,0.0,0.0,1,Clear,sky is clear,8/14/2015 10:00,4846,high
15032,None,287.42,0.0,0.0,92,Clouds,overcast clouds,6/9/2014 3:00,419,very low
36100,None,291.72,0.0,0.0,90,Thunderstorm,thunderstorm with rain,8/9/2017 18:00,4627,high
39297,None,285.42,0.0,0.0,1,Clear,sky is clear,11/27/2017 19:00,2984,medium
8703,None,303.5,0.0,0.0,0,Clear,Sky is Clear,8/29/2013 14:00,6138,very high
11776,None,259.17,0.51,0.0,64,Mist,mist,1/26/2014 3:00,332,very low
34037,None,298.15,0.0,0.0,40,Clouds,scattered clouds,5/26/2017 17:00,4927,high
4987,None,272.52,0.0,0.0,90,Snow,heavy snow,4/11/2013 2:00,238,very low
20293,None,269.17,0.0,0.05,90,Snow,light snow,12/29/2015 14:00,4301,medium
28051,None,282.97,0.0,0.0,1,Clear,sky is clear,11/13/2016 20:00,2117,low
11603,None,275.89,0.64,0.0,64,Rain,light rain,1/19/2014 16:00,4410,high
4047,None,268.62,0.0,0.0,75,Clouds,broken clouds,3/3/2013 21:00,3714,medium
16870,None,295.08,0.0,0.0,1,Clear,sky is clear,7/26/2015 5:00,321,very low
11664,None,258.9,0.0,0.0,64,Mist,mist,1/22/2014 3:00,364,very low
19930,None,276.28,0.0,0.0,90,Clouds,overcast clouds,12/11/2015 2:00,331,very low
19542,None,284.38,0.0,0.0,90,Mist,mist,11/17/2015 16:00,6368,very high
13123,None,259.05,0.0,0.0,1,Clear,sky is clear,3/23/2014 7:00,1009,very low
22977,None,276.62,0.0,0.0,1,Clear,sky is clear,5/2/2016 7:00,6457,very high
18808,None,285.22,0.0,0.0,90,Clouds,overcast clouds,10/6/2015 4:00,870,very low
24395,None,288.38,0.0,0.0,88,Clouds,overcast clouds,6/23/2016 9:00,5164,high
34085,None,294.09,0.0,0.0,75,Rain,moderate rain,5/28/2017 16:00,3664,medium
3940,None,264.42,0.0,0.0,40,Mist,mist,2/27/2013 7:00,7067,very high
39594,None,267.95,0.0,0.0,90,Clouds,overcast clouds,12/8/2017 5:00,2916,medium
17854,None,291.49,0.0,0.0,75,Mist,mist,8/31/2015 6:00,5625,high
