553,butter,green grapes,frozen smoothie,low fat yogurt,,,,,,,,,,,,,,,,
106,shrimp,pasta,mineral water,soup,avocado,milk,olive oil,green grapes,eggs,bug spray,,,,,,,,,,
7226,rice,chocolate bread,body spray,gluten free bar,fresh bread,,,,,,,,,,,,,,,
6305,mineral water,carrots,,,,,,,,,,,,,,,,,,
2516,milk,salmon,,,,,,,,,,,,,,,,,,
3960,turkey,pancakes,,,,,,,,,,,,,,,,,,
7070,soup,milk,honey,whole wheat rice,light cream,mushroom cream sauce,green tea,,,,,,,,,,,,,
5021,cookies,,,,,,,,,,,,,,,,,,,
3220,cookies,,,,,,,,,,,,,,,,,,,
2679,burgers,spaghetti,,,,,,,,,,,,,,,,,,
80,burgers,spaghetti,milk,french fries,green tea,,,,,,,,,,,,,,,
6139,ham,ground beef,french wine,whole wheat rice,,,,,,,,,,,,,,,,
3062,herb & pepper,whole wheat pasta,avocado,chocolate,tomato juice,,,,,,,,,,,,,,,
3122,shrimp,ground beef,mineral water,green tea,,,,,,,,,,,,,,,,
288,pancakes,,,,,,,,,,,,,,,,,,,
5118,pancakes,,,,,,,,,,,,,,,,,,,
4012,burgers,frozen vegetables,spaghetti,mineral water,pancakes,champagne,protein bar,hand protein bar,,,,,,,,,,,,
868,olive oil,,,,,,,,,,,,,,,,,,,
555,cookies,,,,,,,,,,,,,,,,,,,
615,spaghetti,mineral water,cooking oil,escalope,,,,,,,,,,,,,,,,
3766,mineral water,avocado,whole wheat rice,energy drink,,,,,,,,,,,,,,,,
4073,frozen vegetables,whole wheat rice,,,,,,,,,,,,,,,,,,
1797,turkey,tomatoes,low fat yogurt,,,,,,,,,,,,,,,,,
5291,eggs,,,,,,,,,,,,,,,,,,,
5006,turkey,herb & pepper,spaghetti,olive oil,extra dark chocolate,cereals,pancakes,honey,,,,,,,,,,,,
4527,fresh tuna,,,,,,,,,,,,,,,,,,,
1087,strawberries,fresh bread,white wine,,,,,,,,,,,,,,,,,
415,french fries,,,,,,,,,,,,,,,,,,,
4319,frozen vegetables,spaghetti,mineral water,whole wheat rice,cooking oil,chocolate bread,whole weat flour,brownies,,,,,,,,,,,,
2975,fromage blanc,ketchup,melons,,,,,,,,,,,,,,,,,
3686,burgers,mineral water,chocolate,pancakes,honey,cooking oil,light mayo,hand protein bar,zucchini,green tea,,,,,,,,,,
3887,eggs,,,,,,,,,,,,,,,,,,,
230,spaghetti,chocolate,,,,,,,,,,,,,,,,,,
6314,turkey,soup,milk,french wine,whole wheat rice,cookies,,,,,,,,,,,,,,
5261,turkey,ham,tomatoes,muffins,whole wheat rice,carrots,oatmeal,eggplant,pasta,brownies,low fat yogurt,,,,,,,,,
3649,frozen vegetables,spaghetti,,,,,,,,,,,,,,,,,,
1159,french fries,,,,,,,,,,,,,,,,,,,
1995,spaghetti,milk,olive oil,low fat yogurt,,,,,,,,,,,,,,,,
5897,chocolate,mineral water,hot dogs,cottage cheese,,,,,,,,,,,,,,,,
5224,soda,,,,,,,,,,,,,,,,,,,
2553,cookies,,,,,,,,,,,,,,,,,,,
6476,cookies,,,,,,,,,,,,,,,,,,,
5307,ground beef,milk,cereals,green tea,magazines,,,,,,,,,,,,,,,
4393,burgers,ham,eggs,whole wheat rice,ham,french fries,cookies,green tea,,,,,,,,,,,,
2759,herb & pepper,shrimp,ground beef,chocolate,french fries,frozen smoothie,mint,,,,,,,,,,,,,
7292,eggs,french fries,,,,,,,,,,,,,,,,,,
2445,cookies,,,,,,,,,,,,,,,,,,,
640,turkey,grated cheese,energy bar,vegetables mix,brownies,,,,,,,,,,,,,,,
4744,french fries,escalope,,,,,,,,,,,,,,,,,,
3819,red wine,spaghetti,mineral water,mint,,,,,,,,,,,,,,,,
1876,ham,grated cheese,frozen vegetables,mineral water,soup,eggs,cereals,chocolate,french fries,,,,,,,,,,,
6377,turkey,mineral water,,,,,,,,,,,,,,,,,,
2380,shrimp,ground beef,spaghetti,olive oil,fromage blanc,eggs,low fat yogurt,,,,,,,,,,,,,
5092,ground beef,spaghetti,sandwich,sparkling water,green tea,,,,,,,,,,,,,,,
4193,tomatoes,meatballs,french fries,,,,,,,,,,,,,,,,,
1483,energy bar,cake,,,,,,,,,,,,,,,,,,
2900,spaghetti,antioxydant juice,,,,,,,,,,,,,,,,,,
5263,hot dogs,,,,,,,,,,,,,,,,,,,
4785,turkey,herb & pepper,spaghetti,chicken,pancakes,extra dark chocolate,hot dogs,green tea,,,,,,,,,,,,
2875,ham,avocado,butter,rice,energy drink,fresh bread,toothpaste,,,,,,,,,,,,,
5619,frozen vegetables,milk,eggs,brownies,,,,,,,,,,,,,,,,
349,grated cheese,spaghetti,salmon,tomato juice,,,,,,,,,,,,,,,,
1727,tomatoes,pancakes,,,,,,,,,,,,,,,,,,
7376,cookies,mushroom cream sauce,,,,,,,,,,,,,,,,,,
3891,honey,,,,,,,,,,,,,,,,,,,
4642,grated cheese,spaghetti,mineral water,salmon,whole wheat rice,blueberries,green beans,sandwich,pancakes,shampoo,,,,,,,,,,
4437,cake,gums,green tea,chocolate,champagne,,,,,,,,,,,,,,,
3690,grated cheese,olive oil,french wine,chicken,cider,bacon,honey,chocolate,french fries,frozen smoothie,,,,,,,,,,
5344,cake,,,,,,,,,,,,,,,,,,,
3382,tomatoes,eggs,melons,mint,green tea,,,,,,,,,,,,,,,
1120,mineral water,meatballs,french fries,strawberries,green tea,,,,,,,,,,,,,,,
6250,shrimp,gums,,,,,,,,,,,,,,,,,,
2144,mineral water,milk,cake,french fries,champagne,green tea,,,,,,,,,,,,,,
406,cookies,,,,,,,,,,,,,,,,,,,
2025,chocolate,,,,,,,,,,,,,,,,,,,
4932,mineral water,meatballs,,,,,,,,,,,,,,,,,,
7357,milk,body spray,,,,,,,,,,,,,,,,,,
5483,mineral water,milk,barbecue sauce,chocolate,low fat yogurt,,,,,,,,,,,,,,,
3172,grated cheese,mineral water,cake,green tea,,,,,,,,,,,,,,,,
6298,cottage cheese,low fat yogurt,,,,,,,,,,,,,,,,,,
3552,yogurt cake,,,,,,,,,,,,,,,,,,,
3112,milk,,,,,,,,,,,,,,,,,,,
7351,ham,chocolate,herb & pepper,mineral water,olive oil,frozen smoothie,,,,,,,,,,,,,,
5856,chocolate,french fries,,,,,,,,,,,,,,,,,,
4020,escalope,,,,,,,,,,,,,,,,,,,
862,grated cheese,muffins,french fries,body spray,,,,,,,,,,,,,,,,
5093,french fries,,,,,,,,,,,,,,,,,,,
7407,fresh tuna,parmesan cheese,fresh bread,,,,,,,,,,,,,,,,,
7313,ground beef,mineral water,olive oil,pancakes,french fries,frozen smoothie,,,,,,,,,,,,,,
2554,nonfat milk,,,,,,,,,,,,,,,,,,,
374,yams,melons,,,,,,,,,,,,,,,,,,
4254,frozen vegetables,whole wheat rice,energy drink,,,,,,,,,,,,,,,,,
2361,cookies,,,,,,,,,,,,,,,,,,,
4356,low fat yogurt,,,,,,,,,,,,,,,,,,,
651,cookies,,,,,,,,,,,,,,,,,,,
7451,ground beef,chicken,cereals,,,,,,,,,,,,,,,,,
331,cake,chocolate,,,,,,,,,,,,,,,,,,
2301,eggs,french fries,brownies,strawberries,,,,,,,,,,,,,,,,
2700,pancakes,,,,,,,,,,,,,,,,,,,
3177,salmon,cooking oil,asparagus,,,,,,,,,,,,,,,,,
1789,spaghetti,mineral water,extra dark chocolate,green tea,zucchini,,,,,,,,,,,,,,,
5505,milk,,,,,,,,,,,,,,,,,,,
3176,escalope,,,,,,,,,,,,,,,,,,,
1154,oil,,,,,,,,,,,,,,,,,,,
6680,herb & pepper,ground beef,pepper,tomato sauce,mineral water,chutney,eggs,oil,oatmeal,chocolate,brownies,,,,,,,,,
7108,ham,shrimp,milk,flax seed,salmon,corn,ham,eggplant,,,,,,,,,,,,
4514,spaghetti,avocado,honey,clothes accessories,,,,,,,,,,,,,,,,
6073,frozen vegetables,mineral water,cottage cheese,pancakes,,,,,,,,,,,,,,,,
2692,mineral water,black tea,mashed potato,,,,,,,,,,,,,,,,,
6522,ground beef,pancakes,honey,,,,,,,,,,,,,,,,,
1946,shrimp,tomatoes,,,,,,,,,,,,,,,,,,
4872,burgers,almonds,cookies,,,,,,,,,,,,,,,,,
2668,shrimp,mineral water,black tea,rice,cooking oil,chicken,chili,chocolate,,,,,,,,,,,,
3274,mineral water,,,,,,,,,,,,,,,,,,,
6281,turkey,spaghetti,chocolate,milk,black tea,eggs,low fat yogurt,,,,,,,,,,,,,
4041,frozen vegetables,milk,almonds,whole wheat rice,cooking oil,chocolate,french fries,light mayo,low fat yogurt,,,,,,,,,,,
1745,ground beef,milk,frozen smoothie,,,,,,,,,,,,,,,,,
4280,burgers,ham,tomatoes,spaghetti,hot dogs,fresh bread,,,,,,,,,,,,,,
2121,ham,soup,honey,,,,,,,,,,,,,,,,,
4924,burgers,chocolate,tomato sauce,spaghetti,mineral water,olive oil,almonds,pancakes,eggs,whole wheat rice,cooking oil,french fries,brownies,gluten free bar,,,,,,
4640,mineral water,fromage blanc,french fries,body spray,pancakes,energy drink,green tea,,,,,,,,,,,,,
6364,herb & pepper,ground beef,pancakes,burger sauce,french fries,,,,,,,,,,,,,,,
224,frozen vegetables,ground beef,mineral water,olive oil,pancakes,,,,,,,,,,,,,,,
5051,shrimp,whole wheat pasta,soup,milk,french fries,,,,,,,,,,,,,,,
3992,herb & pepper,spaghetti,pancakes,low fat yogurt,green tea,,,,,,,,,,,,,,,
6099,shrimp,frozen vegetables,mineral water,eggs,honey,,,,,,,,,,,,,,,
2149,meatballs,tea,frozen smoothie,escalope,mushroom cream sauce,green tea,,,,,,,,,,,,,,
5153,strawberries,,,,,,,,,,,,,,,,,,,
6268,whole wheat pasta,milk,cereals,pancakes,,,,,,,,,,,,,,,,
4037,chocolate,escalope,,,,,,,,,,,,,,,,,,
1794,cider,frozen smoothie,,,,,,,,,,,,,,,,,,
262,energy drink,,,,,,,,,,,,,,,,,,,
5749,burgers,spaghetti,whole wheat rice,,,,,,,,,,,,,,,,,
1106,ground beef,pepper,mineral water,chocolate,white wine,,,,,,,,,,,,,,,
4139,ham,spaghetti,mineral water,eggs,green tea,,,,,,,,,,,,,,,
548,eggs,,,,,,,,,,,,,,,,,,,
7240,herb & pepper,frozen vegetables,milk,,,,,,,,,,,,,,,,,
4762,frozen smoothie,mint,,,,,,,,,,,,,,,,,,
5969,herb & pepper,ground beef,tomato sauce,salmon,frozen smoothie,yogurt cake,,,,,,,,,,,,,,
6446,ham,red wine,spaghetti,mineral water,eggs,light mayo,,,,,,,,,,,,,,
6942,escalope,,,,,,,,,,,,,,,,,,,
1211,frozen vegetables,salmon,,,,,,,,,,,,,,,,,,
5504,eggs,chocolate,cookies,low fat yogurt,,,,,,,,,,,,,,,,
2282,eggs,,,,,,,,,,,,,,,,,,,
6823,shrimp,mineral water,black tea,almonds,chicken,eggplant,,,,,,,,,,,,,,
6547,milk,eggs,,,,,,,,,,,,,,,,,,
190,fresh tuna,spaghetti,olive oil,french wine,eggs,french fries,champagne,pancakes,light mayo,,,,,,,,,,,
4299,mineral water,whole wheat rice,cooking oil,french fries,escalope,,,,,,,,,,,,,,,
1054,mineral water,salmon,yogurt cake,,,,,,,,,,,,,,,,,
2650,chocolate,soup,avocado,chicken,cookies,light mayo,green tea,,,,,,,,,,,,,
36,red wine,ground beef,mineral water,,,,,,,,,,,,,,,,,
620,yams,mineral water,avocado,milk,butter,cooking oil,chocolate,cottage cheese,,,,,,,,,,,,
3695,ground beef,spaghetti,mineral water,cooking oil,,,,,,,,,,,,,,,,
1503,burgers,ham,tomatoes,spaghetti,milk,eggs,whole wheat rice,chocolate,french fries,frozen smoothie,low fat yogurt,,,,,,,,,
204,oil,,,,,,,,,,,,,,,,,,,
3736,frozen vegetables,strawberries,yogurt cake,gluten free bar,,,,,,,,,,,,,,,,
6127,butter,flax seed,chicken,green tea,magazines,,,,,,,,,,,,,,,
1638,ground beef,spaghetti,mineral water,chocolate,escalope,,,,,,,,,,,,,,,
2827,spaghetti,,,,,,,,,,,,,,,,,,,
646,grated cheese,mineral water,chocolate,soup,milk,olive oil,light cream,chicken,,,,,,,,,,,,
1250,chocolate,milk,eggs,oatmeal,french fries,,,,,,,,,,,,,,,
4692,ground beef,,,,,,,,,,,,,,,,,,,
6557,burgers,french wine,cake,,,,,,,,,,,,,,,,,
884,chocolate,french fries,strawberries,,,,,,,,,,,,,,,,,
3630,cake,mint,,,,,,,,,,,,,,,,,,
3407,chocolate,milk,eggs,french fries,,,,,,,,,,,,,,,,
1139,milk,chicken,mint green tea,,,,,,,,,,,,,,,,,
2670,light cream,chicken,cereals,champagne,brownies,,,,,,,,,,,,,,,
3665,herb & pepper,shrimp,chocolate,frozen smoothie,,,,,,,,,,,,,,,,
35,energy bar,french fries,,,,,,,,,,,,,,,,,,
3353,brownies,,,,,,,,,,,,,,,,,,,
5795,mineral water,rice,barbecue sauce,ketchup,clothes accessories,french fries,low fat yogurt,,,,,,,,,,,,,
5200,herb & pepper,ground beef,yams,mineral water,eggs,cake,oil,chocolate,french fries,cookies,,,,,,,,,,
5288,burgers,eggs,frozen smoothie,,,,,,,,,,,,,,,,,
1547,tomatoes,fresh bread,,,,,,,,,,,,,,,,,,
3612,milk,green tea,,,,,,,,,,,,,,,,,,
7374,ham,milk,fresh bread,,,,,,,,,,,,,,,,,
2254,grated cheese,red wine,tomatoes,tomato sauce,spaghetti,mineral water,chocolate,almonds,fromage blanc,eggs,cake,blueberries,cooking oil,,,,,,,
3325,cooking oil,frozen smoothie,,,,,,,,,,,,,,,,,,
7474,turkey,mineral water,cooking oil,chocolate,french fries,protein bar,,,,,,,,,,,,,,
2611,turkey,spaghetti,barbecue sauce,french fries,fresh bread,,,,,,,,,,,,,,,
873,fresh tuna,chocolate,milk,french wine,muffins,pancakes,champagne,frozen smoothie,,,,,,,,,,,,
4100,ham,spaghetti,mineral water,eggs,chicken,green tea,chocolate,frozen smoothie,,,,,,,,,,,,
56,eggs,cookies,,,,,,,,,,,,,,,,,,
6881,tomatoes,meatballs,chicken,eggs,,,,,,,,,,,,,,,,
4416,grated cheese,spaghetti,mineral water,eggs,gums,frozen smoothie,body spray,energy drink,,,,,,,,,,,,
4270,chocolate,,,,,,,,,,,,,,,,,,,
7312,rice,french fries,cottage cheese,,,,,,,,,,,,,,,,,
719,frozen vegetables,mineral water,,,,,,,,,,,,,,,,,,
1560,burgers,frozen vegetables,mineral water,soup,meatballs,olive oil,eggs,hand protein bar,mayonnaise,,,,,,,,,,,
6610,whole wheat pasta,ground beef,mineral water,chocolate,eggs,hot dogs,,,,,,,,,,,,,,
3933,red wine,tomatoes,ground beef,spaghetti,mineral water,olive oil,chicken,whole wheat rice,chili,chocolate bread,,,,,,,,,,
3881,grated cheese,cooking oil,white wine,,,,,,,,,,,,,,,,,
7125,energy bar,nonfat milk,bug spray,chicken,,,,,,,,,,,,,,,,
3893,turkey,escalope,,,,,,,,,,,,,,,,,,
933,avocado,milk,butter,french fries,cookies,,,,,,,,,,,,,,,
1519,frozen vegetables,milk,fromage blanc,eggs,chocolate,french fries,champagne,salad,,,,,,,,,,,,
4220,french fries,,,,,,,,,,,,,,,,,,,
5964,yams,,,,,,,,,,,,,,,,,,,
3258,shrimp,mineral water,chocolate,soup,milk,black tea,,,,,,,,,,,,,,
1298,energy bar,,,,,,,,,,,,,,,,,,,
6620,whole wheat rice,,,,,,,,,,,,,,,,,,,
1229,ham,spaghetti,eggs,frozen smoothie,magazines,,,,,,,,,,,,,,,
6577,mineral water,vegetables mix,barbecue sauce,eggplant,escalope,,,,,,,,,,,,,,,
3677,mineral water,,,,,,,,,,,,,,,,,,,
6513,chocolate,cider,vegetables mix,pancakes,,,,,,,,,,,,,,,,
867,mineral water,salmon,,,,,,,,,,,,,,,,,,
4476,grated cheese,mineral water,green tea,,,,,,,,,,,,,,,,,
6370,chocolate,mineral water,,,,,,,,,,,,,,,,,,
5629,soup,eggs,,,,,,,,,,,,,,,,,,
3083,herb & pepper,shrimp,frozen vegetables,ground beef,spaghetti,carrots,,,,,,,,,,,,,,
5364,herb & pepper,cereals,low fat yogurt,,,,,,,,,,,,,,,,,
2085,burgers,red wine,frozen vegetables,chicken,frozen smoothie,,,,,,,,,,,,,,,
4216,soup,french fries,body spray,,,,,,,,,,,,,,,,,
378,tomato sauce,milk,,,,,,,,,,,,,,,,,,
4811,spaghetti,muffins,whole wheat rice,french fries,mayonnaise,low fat yogurt,,,,,,,,,,,,,,
1397,shrimp,frozen vegetables,parmesan cheese,avocado,chicken,eggs,chocolate,frozen smoothie,,,,,,,,,,,,
5728,spaghetti,pancakes,fresh bread,white wine,,,,,,,,,,,,,,,,
2907,frozen vegetables,parmesan cheese,pepper,spaghetti,milk,pancakes,oil,carrots,hot dogs,brownies,energy drink,,,,,,,,,
4927,eggs,,,,,,,,,,,,,,,,,,,
3285,green tea,escalope,,,,,,,,,,,,,,,,,,
5076,mineral water,olive oil,pancakes,chocolate,french fries,yogurt cake,mint,,,,,,,,,,,,,
6002,french fries,champagne,energy drink,,,,,,,,,,,,,,,,,
3070,frozen vegetables,vegetables mix,nonfat milk,hot dogs,cottage cheese,pancakes,yogurt cake,,,,,,,,,,,,,
2905,cookies,,,,,,,,,,,,,,,,,,,
1743,pancakes,cereals,chocolate,,,,,,,,,,,,,,,,,
1312,soup,barbecue sauce,cookies,,,,,,,,,,,,,,,,,
7342,grated cheese,shrimp,ground beef,mineral water,avocado,milk,nonfat milk,cooking oil,carrots,pancakes,light mayo,,,,,,,,,
1739,burgers,shrimp,spaghetti,avocado,milk,olive oil,french wine,chutney,honey,gums,cereals,chocolate,melons,hand protein bar,zucchini,,,,,
114,grated cheese,spaghetti,olive oil,eggs,french fries,green tea,,,,,,,,,,,,,,
1295,herb & pepper,spaghetti,milk,energy bar,eggs,light cream,cooking oil,cereals,chocolate,frozen smoothie,,,,,,,,,,
4922,chocolate,salmon,vegetables mix,green grapes,,,,,,,,,,,,,,,,
4887,grated cheese,gums,french fries,honey,,,,,,,,,,,,,,,,
4683,low fat yogurt,,,,,,,,,,,,,,,,,,,
979,eggs,mushroom cream sauce,low fat yogurt,,,,,,,,,,,,,,,,,
5408,grated cheese,,,,,,,,,,,,,,,,,,,
6083,olive oil,,,,,,,,,,,,,,,,,,,
3865,fresh tuna,mineral water,honey,low fat yogurt,,,,,,,,,,,,,,,,
6472,herb & pepper,frozen vegetables,cooking oil,chocolate,,,,,,,,,,,,,,,,
2778,ham,,,,,,,,,,,,,,,,,,,
2148,milk,nonfat milk,muffins,,,,,,,,,,,,,,,,,
2586,chocolate,,,,,,,,,,,,,,,,,,,
2232,grated cheese,shrimp,,,,,,,,,,,,,,,,,,
1068,frozen vegetables,tomatoes,mineral water,strawberries,pancakes,,,,,,,,,,,,,,,
1021,turkey,spaghetti,soda,,,,,,,,,,,,,,,,,
129,frozen smoothie,,,,,,,,,,,,,,,,,,,
1016,burgers,bacon,eggs,cookies,green tea,,,,,,,,,,,,,,,
6959,grated cheese,ground beef,tomato sauce,mineral water,salmon,eggs,whole weat flour,protein bar,zucchini,,,,,,,,,,,
1200,eggs,pasta,mushroom cream sauce,,,,,,,,,,,,,,,,,
1823,escalope,cookies,,,,,,,,,,,,,,,,,,
6979,pepper,oil,clothes accessories,chocolate,salt,green tea,,,,,,,,,,,,,,
4857,chocolate,frozen vegetables,ground beef,spaghetti,mineral water,avocado,milk,cake,low fat yogurt,,,,,,,,,,,
1817,spaghetti,mineral water,eggs,burger sauce,cooking oil,french fries,brownies,,,,,,,,,,,,,
2178,cereals,green tea,,,,,,,,,,,,,,,,,,
2493,burgers,ground beef,mineral water,eggs,whole wheat rice,cooking oil,french fries,cottage cheese,body spray,,,,,,,,,,,
2079,yogurt cake,,,,,,,,,,,,,,,,,,,
1234,frozen vegetables,ground beef,mineral water,milk,olive oil,pancakes,eggs,cooking oil,chocolate,,,,,,,,,,,
2878,turkey,olive oil,flax seed,eggs,chocolate,french fries,escalope,energy drink,,,,,,,,,,,,
4312,champagne,fresh bread,,,,,,,,,,,,,,,,,,
6036,french wine,cake,sparkling water,mint,,,,,,,,,,,,,,,,
7207,grated cheese,spaghetti,mineral water,whole wheat rice,cake,french fries,champagne,,,,,,,,,,,,,
7081,ground beef,milk,french fries,sparkling water,,,,,,,,,,,,,,,,
6177,pepper,spaghetti,milk,olive oil,butter,chicken,,,,,,,,,,,,,,
3507,herb & pepper,shrimp,frozen vegetables,spaghetti,flax seed,fromage blanc,chocolate,french fries,magazines,,,,,,,,,,,
4742,french fries,,,,,,,,,,,,,,,,,,,
3318,milk,,,,,,,,,,,,,,,,,,,
1769,french fries,pancakes,gluten free bar,,,,,,,,,,,,,,,,,
5604,chocolate,mineral water,,,,,,,,,,,,,,,,,,
4846,frozen vegetables,mineral water,chocolate bread,whole weat flour,pancakes,low fat yogurt,,,,,,,,,,,,,,
854,green beans,,,,,,,,,,,,,,,,,,,
2011,red wine,milk,eggs,chocolate bread,salt,white wine,,,,,,,,,,,,,,
962,chocolate,mint,,,,,,,,,,,,,,,,,,
4234,french fries,,,,,,,,,,,,,,,,,,,
5912,muffins,,,,,,,,,,,,,,,,,,,
3426,ground beef,spaghetti,mineral water,,,,,,,,,,,,,,,,,
32,frozen vegetables,strong cheese,chocolate,,,,,,,,,,,,,,,,,
6720,fresh tuna,mineral water,almonds,cider,whole wheat rice,carrots,escalope,green tea,,,,,,,,,,,,
2137,ground beef,pasta,green tea,,,,,,,,,,,,,,,,,
2541,spaghetti,mineral water,,,,,,,,,,,,,,,,,,
6032,turkey,avocado,eggs,barbecue sauce,cookies,salt,babies food,,,,,,,,,,,,,
187,whole wheat pasta,ground beef,spaghetti,soup,meatballs,chicken,blueberries,cooking oil,champagne,yogurt cake,protein bar,,,,,,,,,
4357,burgers,eggs,,,,,,,,,,,,,,,,,,
6164,ground beef,salmon,,,,,,,,,,,,,,,,,,
1208,milk,,,,,,,,,,,,,,,,,,,
3622,frozen smoothie,,,,,,,,,,,,,,,,,,,
3072,fresh tuna,ground beef,mineral water,soup,milk,vegetables mix,pancakes,honey,blueberries,light cream,rice,chicken,ham,strawberries,,,,,,
4536,frozen vegetables,tomatoes,fromage blanc,eggs,champagne,frozen smoothie,light mayo,,,,,,,,,,,,,
6856,mineral water,,,,,,,,,,,,,,,,,,,
3208,frozen vegetables,milk,green tea,low fat yogurt,,,,,,,,,,,,,,,,
1678,mineral water,mint,,,,,,,,,,,,,,,,,,
4109,vegetables mix,,,,,,,,,,,,,,,,,,,
1423,herb & pepper,tomato sauce,mineral water,,,,,,,,,,,,,,,,,
4379,red wine,spaghetti,carrots,,,,,,,,,,,,,,,,,
4769,spaghetti,chicken,,,,,,,,,,,,,,,,,,
37,mineral water,cake,cottage cheese,,,,,,,,,,,,,,,,,
3705,antioxydant juice,,,,,,,,,,,,,,,,,,,
6834,white wine,,,,,,,,,,,,,,,,,,,
3857,eggs,whole wheat rice,french fries,,,,,,,,,,,,,,,,,
5041,french fries,,,,,,,,,,,,,,,,,,,
166,cookies,,,,,,,,,,,,,,,,,,,
1961,muffins,gluten free bar,,,,,,,,,,,,,,,,,,
5938,chocolate,,,,,,,,,,,,,,,,,,,
3711,strawberries,,,,,,,,,,,,,,,,,,,
3290,mineral water,nonfat milk,cake,,,,,,,,,,,,,,,,,
6566,milk,pancakes,eggs,,,,,,,,,,,,,,,,,
797,parmesan cheese,,,,,,,,,,,,,,,,,,,
7442,ham,ground beef,spaghetti,mineral water,whole wheat rice,cake,low fat yogurt,,,,,,,,,,,,,
1569,frozen vegetables,almonds,eggs,fresh bread,mint,,,,,,,,,,,,,,,
1941,red wine,mineral water,olive oil,,,,,,,,,,,,,,,,,
4022,french fries,cookies,,,,,,,,,,,,,,,,,,
6812,ham,mineral water,soup,almonds,light cream,chicken,chocolate,french fries,cookies,,,,,,,,,,,
2981,french fries,,,,,,,,,,,,,,,,,,,
7028,ham,spaghetti,avocado,milk,pancakes,eggs,oil,antioxydant juice,green tea,chocolate,frozen smoothie,escalope,,,,,,,,
6806,fresh tuna,olive oil,salmon,eggs,melons,,,,,,,,,,,,,,,
2738,grated cheese,shrimp,tomatoes,ground beef,spaghetti,avocado,meatballs,almonds,fromage blanc,frozen smoothie,pancakes,green tea,,,,,,,,
4686,frozen smoothie,,,,,,,,,,,,,,,,,,,
1424,burgers,ham,ground beef,spaghetti,mineral water,meatballs,milk,cake,brownies,,,,,,,,,,,
3785,spaghetti,escalope,cookies,champagne,protein bar,hand protein bar,low fat yogurt,,,,,,,,,,,,,
3215,mineral water,,,,,,,,,,,,,,,,,,,
6768,eggs,,,,,,,,,,,,,,,,,,,
5419,gums,escalope,pasta,light mayo,,,,,,,,,,,,,,,,
5482,tomatoes,chocolate,champagne,low fat yogurt,,,,,,,,,,,,,,,,
779,pepper,mineral water,avocado,pancakes,eggs,honey,green tea,chocolate,,,,,,,,,,,,
2500,cake,,,,,,,,,,,,,,,,,,,
172,burgers,chocolate,frozen vegetables,ground beef,mineral water,milk,light mayo,asparagus,,,,,,,,,,,,
4612,frozen vegetables,spaghetti,butter,pancakes,mint,,,,,,,,,,,,,,,
5738,spaghetti,whole weat flour,cottage cheese,protein bar,,,,,,,,,,,,,,,,
2243,cookies,,,,,,,,,,,,,,,,,,,
2626,grated cheese,herb & pepper,salmon,vegetables mix,bramble,cooking oil,fresh bread,,,,,,,,,,,,,
2741,cookies,,,,,,,,,,,,,,,,,,,
6121,eggs,chocolate,,,,,,,,,,,,,,,,,,
3237,milk,butter,eggs,whole wheat rice,,,,,,,,,,,,,,,,
5950,muffins,white wine,,,,,,,,,,,,,,,,,,
6760,toothpaste,,,,,,,,,,,,,,,,,,,
4417,hot dogs,,,,,,,,,,,,,,,,,,,
2095,burgers,shrimp,spaghetti,milk,french wine,cake,green beans,french fries,,,,,,,,,,,,
6155,grated cheese,shrimp,mineral water,soup,milk,escalope,white wine,,,,,,,,,,,,,
2842,turkey,pepper,tomato sauce,spaghetti,milk,olive oil,frozen smoothie,,,,,,,,,,,,,
5584,frozen vegetables,french fries,,,,,,,,,,,,,,,,,,
5002,mineral water,,,,,,,,,,,,,,,,,,,
6239,soup,pet food,energy drink,,,,,,,,,,,,,,,,,
2507,spaghetti,french fries,energy drink,,,,,,,,,,,,,,,,,
3084,olive oil,clothes accessories,french fries,frozen smoothie,green tea,,,,,,,,,,,,,,,
4898,spaghetti,,,,,,,,,,,,,,,,,,,
472,energy bar,cake,chocolate,,,,,,,,,,,,,,,,,
2622,soup,body spray,,,,,,,,,,,,,,,,,,
354,chicken,french fries,escalope,,,,,,,,,,,,,,,,,
3206,oil,frozen smoothie,white wine,,,,,,,,,,,,,,,,,
3031,avocado,vegetables mix,green grapes,honey,whole wheat rice,french fries,pancakes,,,,,,,,,,,,,
1072,red wine,cake,french fries,cookies,protein bar,hand protein bar,tomato juice,green tea,,,,,,,,,,,,
2614,shrimp,frozen vegetables,muffins,,,,,,,,,,,,,,,,,
520,mineral water,almonds,cooking oil,cereals,protein bar,white wine,green tea,,,,,,,,,,,,,
7353,clothes accessories,chocolate,pasta,salt,,,,,,,,,,,,,,,,
958,parmesan cheese,pancakes,,,,,,,,,,,,,,,,,,
3125,low fat yogurt,,,,,,,,,,,,,,,,,,,
2289,mineral water,soup,avocado,green tea,,,,,,,,,,,,,,,,
6973,cookies,green tea,,,,,,,,,,,,,,,,,,
3381,chocolate,champagne,,,,,,,,,,,,,,,,,,
3862,shrimp,frozen vegetables,tomatoes,ground beef,spaghetti,,,,,,,,,,,,,,,
6643,spaghetti,french wine,salmon,frozen smoothie,cottage cheese,,,,,,,,,,,,,,,
4708,shrimp,tomatoes,spaghetti,mineral water,soup,nonfat milk,pancakes,oatmeal,white wine,,,,,,,,,,,
